FBID	SYMBOL	logFC_ActVsCs	logCPM_ActVsCs	LR_ActVsCs	PValue_ActVsCs	logFC_RNAiVsCs	logCPM_RNAiVsCs	LR_RNAiVsCs	PValue_RNAiVsCs
FBgn0001098	Gdh	-0.679680107241344	8.3879090083218	7.31673443473869	0.00683154340759931	-0.13586323062554	8.3879090083218	0.287840063429599	0.591608004660943
FBgn0001149	GstD1	0.853012202892407	8.17125717441735	11.6033194088919	0.000658342098641992	0.694899330269662	8.17125717441735	7.78985162443638	0.00525405102206205
FBgn0001186	Hex-A	1.14061993185949	7.52323286071815	18.553874904195	1.65169124075499e-05	-0.13277555211823	7.52323286071815	0.271831222658733	0.602106009672188
FBgn0001197	His2Av	0.581799498480065	4.62681572686223	4.19855253306943	0.0404584992944512	0.110402842955883	4.62681572686223	0.154983625324476	0.693817606459572
FBgn0001247	Ide	-0.490435404340623	5.87621744573074	5.89424154795431	0.0151904700344679	-0.158022607187982	5.87621744573074	0.609075505799261	0.43513611101176
FBgn0001258	Ldh	0.986737660088307	4.89847919045965	6.63444129647392	0.0100025562443722	-0.382373590962335	4.89847919045965	1.06861147699506	0.301259290975646
FBgn0001301	kel	0.556400583037859	5.24097493377688	5.84047289819672	0.0156616167580923	-0.0868917328309851	5.24097493377688	0.146821155986258	0.701591875166169
FBgn0001565	Ddx56	-0.649225952310201	6.08513022246482	5.62444042395234	0.0177117194225806	-0.201370444732224	6.08513022246482	0.535899418833772	0.464137126319469
FBgn0001981		2.03465657832708	4.27672676287573	33.1709059219649	8.44040061973439e-09	0.143131685550131	4.27672676287573	0.185304072039356	0.666854079665508
FBgn0001987	Gli	0.741251369220894	7.75399325472191	9.83067490638669	0.00171625363691576	0.341734038611672	7.75399325472191	2.14373426522436	0.143153057565827
FBgn0002526	LanA	2.70645150212635	5.21216325237787	76.1536690841969	2.62427142543475e-18	0.646499634357358	5.21216325237787	5.10354298111869	0.0238770251544381
FBgn0002542	lds	0.888913427050059	2.82746455263614	6.10010642843229	0.0135173740572144	0.963528198378821	2.82746455263614	7.19351635661873	0.00731674598986178
FBgn0002543	robo2	1.56965693828352	3.6417272500265	23.3741750133199	1.33356914521049e-06	0.571542256224345	3.6417272500265	3.28753895070997	0.0698075824370522
FBgn0002570	Mal-A1	1.00669348817325	10.587905447818	9.41512126775717	0.00215203329828768	1.39859247404211	10.587905447818	17.5875809120969	2.74374331860799e-05
FBgn0002571	Mal-A3	0.650012606040144	8.21003373837729	4.68591855472003	0.0304108004656111	2.0337127634725	8.21003373837729	40.8070669463304	1.68024370085028e-10
FBgn0002609	E(spl)m3-HLH	2.99191094648064	2.42259876865035	23.1290443269746	1.51485129199952e-06	-0.141768136413507	2.42259876865035	0.0617974151693979	0.803677280053083
FBgn0002732	E(spl)malpha-BFM	2.00061752684596	1.52084526820555	13.4151173594868	0.000249604546494055	-0.0918096277586218	1.52084526820555	0.030289808025123	0.861834282882661
FBgn0002733	E(spl)mbeta-HLH	2.56668584652998	2.51093213430688	36.6097093089442	1.44311131171299e-09	0.288491992408234	2.51093213430688	0.509684035989685	0.475275666476345
FBgn0002945	nkd	-0.990935460155162	5.07894823617351	8.76243310891847	0.00307498546949663	-0.16975726542299	5.07894823617351	0.254050380389046	0.614237410019627
FBgn0003028	ovo	7.53123429671481	4.01175528060475	132.741628486994	1.02978324506565e-30	2.64490251318774	4.01175528060475	19.7420036034164	8.86317569144148e-06
FBgn0003041	pbl	1.9648048558969	2.32397911556685	9.59933471884436	0.00194647878594988	-0.303157692941234	2.32397911556685	0.258239981048003	0.611331897764968
FBgn0003082	phr	-1.0763457547683	2.22765591015335	5.72983617678547	0.0166790385024289	2.2704281150796	2.22765591015335	25.1858961011751	5.2061540096692e-07
FBgn0003117	pnr	1.51529365703907	2.04492447584519	4.97192638874764	0.0257619394802096	2.15735048761526	2.04492447584519	9.63074789357976	0.00191346676097378
FBgn0003189	r	1.18977297872042	5.89681814419756	15.284238518961	9.24849920943343e-05	1.58337767238065	5.89681814419756	26.239870350576	3.01532314604274e-07
FBgn0003328		0.702965476884995	8.93493114130841	7.58541682283601	0.00588423565992507	0.100474313314307	8.93493114130841	0.160656614261256	0.688552706255902
FBgn0003390	shf	1.30346476782558	2.09559507724077	9.88817333062346	0.00166344415082381	0.301989068309959	2.09559507724077	0.551974607042917	0.45751199140342
FBgn0003391	shg	0.534678396754857	7.10523569957443	5.81749069506509	0.0158675666084632	0.158160114915708	7.10523569957443	0.520178893952739	0.470765380904707
FBgn0003495	spz	2.87202917044197	0.877699358826707	6.83436148846272	0.00894206522341943	-3.35262408655744	0.877699358826707	9.04612759937728	0.00263251813493557
FBgn0003502	Btk	-0.716347495334891	4.27245150861923	4.49274259844183	0.0340390271747377	-0.153361538770188	4.27245150861923	0.204469762943308	0.651136917065428
FBgn0003507	srp	1.49042052996017	1.61048320400076	8.29948988253565	0.00396562158150897	1.1647693463113	1.61048320400076	5.18025226997384	0.0228450067998598
FBgn0003514	sqh	0.662024456204648	7.68690741041167	7.12598208908196	0.00759747879705892	0.00376621498121737	7.68690741041167	0.000239403240385627	0.98765509519324
FBgn0003567	su(Hw)	0.658522272906614	4.63163171840601	7.42683815584699	0.0064258150278976	0.830270404181922	4.63163171840601	11.753134171776	0.000607408700650121
FBgn0003716	tkv	-0.509408857938276	8.24491179401796	4.87542234541218	0.0272417737077563	-0.183529360387899	8.24491179401796	0.626705787148111	0.428566233736936
FBgn0003731	Egfr	1.53705564660458	4.28605817071679	29.0457103264811	7.06904577033275e-08	0.413451831670196	4.28605817071679	2.24737500861904	0.133841272596909
FBgn0003863	alphaTry	-0.530036157853013	11.5414740908962	4.35551639960636	0.0368892737042124	0.342393990677751	11.5414740908962	1.75169532905352	0.185663747771628
FBgn0003867	tsl	1.40200555527372	1.32634938722202	5.39785226788843	0.0201615471491129	-0.133488950160804	1.32634938722202	0.0518478877894815	0.819878451885342
FBgn0003870	ttk	0.515757457963861	6.88775319611689	4.27485939291576	0.0386801639755864	0.0694859915326053	6.88775319611689	0.0795310095252457	0.777933980785825
FBgn0003888		3.05858055383116	6.67594586017634	9.88224632356639	0.00166881084342212	-1.84377776728276	6.67594586017634	4.74565404627329	0.029372386233244
FBgn0003941	RpL40	-0.467338418598902	9.0701309494741	4.3840419713701	0.0362768737793966	-0.0546417076795723	9.0701309494741	0.0590829501879568	0.80795128994098
FBgn0003969	vap	0.639314838248844	4.58714952890267	5.08582622823162	0.0241221802801407	-0.125805564267189	4.58714952890267	0.204114700085776	0.651419878948071
FBgn0003984	vn	2.19843598895926	3.76015918561552	13.8865868033031	0.000194179330562993	-0.340305318389859	3.76015918561552	0.392310839167205	0.53108722091496
FBgn0003996	w	-0.821675325433772	8.06803507446185	5.32327731601301	0.0210423994451963	0.038656561847843	8.06803507446185	0.0114819213924875	0.914667023824453
FBgn0004228	mex1	0.70264738319158	7.59841128121425	4.59275167850342	0.0321074282549694	-0.000698803969774225	7.59841128121425	4.73121656341391e-06	0.998264493946565
FBgn0004362	HmgD	0.864022042297565	4.13051648302299	10.4390168515957	0.0012338092682083	0.724734546889375	4.13051648302299	7.43299790157545	0.00640385692244492
FBgn0004363	porin	0.724926687250702	8.32796860070365	5.61231588174496	0.0178346770806325	0.469415559135218	8.32796860070365	2.39384955939556	0.121813334009732
FBgn0004368	Ptp4E	0.499860532474302	4.98444097846856	4.00199305987713	0.0454464937773645	-0.00411069410142421	4.98444097846856	0.000277436163059974	0.986710718066246
FBgn0004381	Klp68D	1.21465293529088	4.17085890447217	16.0197655089202	6.26846378275413e-05	0.72233093433471	4.17085890447217	5.85532980100611	0.0155299475833727
FBgn0004389	bnk	2.03688811230911	1.67348637421572	4.17256623012201	0.0410835283048202	1.22548480166132	1.67348637421572	1.61490199033323	0.203804100021258
FBgn0004394	pdm2	1.1548304974811	5.72098724763025	13.2561656301612	0.000271684795768191	-0.774503849913857	5.72098724763025	6.52735518621567	0.0106227793787239
FBgn0004431	LysX	4.23131380733266	4.15691031004288	12.1462919460054	0.000491855577901971	2.79618161799471	4.15691031004288	6.17764007190012	0.0129374718572294
FBgn0004456	mew	0.504124459981177	7.48638253362434	4.95752437801134	0.025977371668088	0.0544422154504534	7.48638253362434	0.0592690650006773	0.807654964862794
FBgn0004569	aos	2.18198508436993	0.903444720561792	11.5440240561409	0.000679673690656887	0.742350162834036	0.903444720561792	1.41917158727164	0.233539803862727
FBgn0004583	ex	0.730315420761776	6.44759574306379	8.43408268268035	0.00368252602757654	0.368907786376688	6.44759574306379	2.20206904183604	0.13782563289406
FBgn0004584	Rrp1	3.18509107054231	1.19573277412645	23.5467539835867	1.21914927593222e-06	0.902217656337882	1.19573277412645	2.06691299602802	0.150525935220385
FBgn0004598	Fur2	0.661865139685566	3.54944291561728	4.07662058297502	0.0434805384626714	0.0727978511457211	3.54944291561728	0.0507133603587349	0.821826590459962
FBgn0004607	zfh2	1.24874595933711	4.65158252427943	13.7397358230999	0.000209965025966609	-0.494924990731254	4.65158252427943	2.35090671011176	0.125210160958201
FBgn0004629	Cys	0.748897752145177	3.35414125279322	5.45260693049067	0.0195391488200737	0.657815665677959	3.35414125279322	4.24869527341503	0.0392804976219427
FBgn0004635	rho	2.8367525749728	2.33993114893277	14.5619127613266	0.000135628417789691	-0.0245530428093213	2.33993114893277	0.00131482439581099	0.971074639757776
FBgn0004644	hh	0.86436576891351	4.28864656402079	8.01686540489664	0.00463437134654344	-0.179462697643744	4.28864656402079	0.362769821277577	0.546971957374576
FBgn0004647	N	2.3255060548567	3.65354012817048	41.698732310834	1.06478004855271e-10	0.835185386237455	3.65354012817048	5.94153216615907	0.0147881577182073
FBgn0004657	mys	1.1479770018311	8.68432857905505	19.7541258809773	8.80713609712106e-06	-0.0667852009273924	8.68432857905505	0.0722238140455858	0.788126007540308
FBgn0004842	RYa-R	2.37720346007257	3.39324847541047	10.4070268093687	0.00125536701012578	1.13428608362773	3.39324847541047	2.64241238806724	0.104045446233606
FBgn0004852	Ac76E	0.805738119407661	5.68166589049294	7.34688109870325	0.00671792010048296	0.573251130064043	5.68166589049294	3.77942265679471	0.0518865609772927
FBgn0005593	RpL7	-0.549261849502214	9.68430725239011	4.48766592076791	0.0341402599928556	0.198536580051117	9.68430725239011	0.569565608352377	0.450431583687028
FBgn0005631	robo1	0.858542665883992	4.13632803775254	8.10336583403758	0.00441831370332048	-0.511989886192145	4.13632803775254	3.03676882287542	0.0813977894739452
FBgn0005655	PCNA	3.41681118560225	0.926565546097939	24.253225832685	8.44655004371904e-07	0.923061542666352	0.926565546097939	1.90789172313565	0.167197637625269
FBgn0005660	Ets21C	1.57363780961227	5.8676325678933	31.8030051440808	1.70628537489475e-08	0.890293197268324	5.8676325678933	10.7412505883877	0.00104773505277526
FBgn0005664	Crys	1.43437627051216	6.06175044490746	16.4937336682813	4.88111290309497e-05	-1.3447188824261	6.06175044490746	16.2773568686128	5.47138786439374e-05
FBgn0010053	Jheh1	-0.518203722124914	6.17694638602312	4.86624752837226	0.0273869908847151	-0.166250971456516	6.17694638602312	0.497061315645677	0.480794208314366
FBgn0010100	mAcon1	-0.493439103589967	9.5299129996816	4.60033394925892	0.0319657290153296	0.0427996046464788	9.5299129996816	0.0339379868219112	0.853838787073525
FBgn0010113	heca	0.576569777429015	7.93879492153712	5.95629949482159	0.0146647893452838	0.0504651851230101	7.93879492153712	0.047006834070956	0.828355954794106
FBgn0010173	RPA1	0.883592891848936	4.10936166156372	5.6967539845694	0.0169963179164321	0.61871153863835	4.10936166156372	2.84627571447529	0.091585874030014
FBgn0010194	Wnt5	1.13549897653945	2.25686414370825	7.02844985932458	0.00802247675500194	0.0480752270401066	2.25686414370825	0.0131428114901908	0.908728807330315
FBgn0010223	Galphaf	-0.769170589941643	6.26965060750047	14.0606587162048	0.000177007783449007	-0.237816634629041	6.26965060750047	1.33365260812461	0.24815645310362
FBgn0010241	Mdr50	-0.839299096487749	7.91444935565941	10.2604478320714	0.00135912683516593	0.347023635381948	7.91444935565941	1.68348582574642	0.194461911464488
FBgn0010300	brat	0.629250364943081	5.01288719205004	5.29105772544216	0.0214351970825173	-0.437080099432682	5.01288719205004	2.66836971025634	0.102360827946134
FBgn0010379	Akt	0.586945564743511	6.16913649543356	4.76972460262888	0.0289644586101571	-0.208585699410893	6.16913649543356	0.626704862900809	0.428566574207235
FBgn0010382	CycE	0.939515509967581	2.62983778672019	4.8161133169444	0.0281948528682017	-0.125210689251192	2.62983778672019	0.0893903464203447	0.764953639180676
FBgn0010415	Sdc	0.513342626760711	8.556826271391	4.25913951328073	0.0390396919238361	-0.212888156416143	8.556826271391	0.76007960610103	0.383303611272861
FBgn0010434	cora	0.641571995300918	8.9983301418308	7.93277188809452	0.00485473696181261	0.0701663035397605	8.9983301418308	0.0980978163094619	0.754124381140037
FBgn0010452	trn	1.50135390799636	3.03388218234375	21.8789314369722	2.90404896125659e-06	-0.15632320926558	3.03388218234375	0.250772792837488	0.616531455197178
FBgn0010470	Fkbp14	-0.65283615598824	6.27983960662588	10.3092462466464	0.0013236533487178	-0.202983314065227	6.27983960662588	0.98907400587354	0.319968800897619
FBgn0010583	dock	0.813248201012028	6.26701315892606	8.77675601056586	0.00305093302446061	0.108895579440711	6.26701315892606	0.164053216985508	0.685451905853301
FBgn0010620	CG10939	-0.869219769404889	5.04762518898057	9.27030534421608	0.00232898872848081	0.00787186234502318	5.04762518898057	0.000748709100101053	0.978170568445338
FBgn0010909	msn	1.14105274346654	8.39388337155282	18.2570830570633	1.93006912100605e-05	0.0550639983758369	8.39388337155282	0.0456463773439282	0.830819905063623
FBgn0011202	dia	0.429247066277774	7.21546094971452	3.94027430486096	0.0471430897670038	0.0199032809262461	7.21546094971452	0.00865807138602293	0.925864825841644
FBgn0011259	Sema1a	1.13766240669943	3.24307406598597	11.6247785709064	0.000650789875879674	0.412288741244787	3.24307406598597	1.58504883543313	0.208034945810219
FBgn0011260	Sema2a	1.33880959110712	4.95559899975148	24.7581840145873	6.49922529931192e-07	0.262930169115878	4.95559899975148	1.01981995799815	0.31256171941965
FBgn0011274	Dif	0.546439381071994	6.5310968639939	4.82425948315706	0.0280619171450891	0.661407547903981	6.5310968639939	7.0251211080263	0.00803740353231655
FBgn0011284	RpS4	-0.552634406555738	10.01391786201	5.74099284253521	0.0165734215925704	0.00304599761259007	10.01391786201	0.000171055033774792	0.989564924160111
FBgn0011455	ND-SGDH	-0.537802511195759	6.60634674083462	5.49132467813902	0.0191110577918905	0.29485816382026	6.60634674083462	1.60353533060504	0.205402921562029
FBgn0011591	fng	3.08961055640471	3.49766945357116	53.7180214200815	2.31430639829671e-13	-0.594110232813301	3.49766945357116	2.34159421376696	0.125960587388601
FBgn0011592	fra	0.61685563352442	7.51080854577984	5.51907791367	0.0188101711491754	-0.0640933298974993	7.51080854577984	0.0618491551631166	0.803596791216098
FBgn0011661	Moe	0.712033363282019	9.37463280614568	8.76757915752773	0.00306632161617843	-0.0220641467298731	9.37463280614568	0.00878457415356593	0.92532676922829
FBgn0011674	insc	1.53634594796772	6.15280425372963	32.4836842708035	1.20197416585419e-08	0.387555106211186	6.15280425372963	2.24403966252303	0.134130157845442
FBgn0011703	RnrL	2.31529892678575	1.81334278641741	9.19311524847067	0.0024292709357614	0.66953755961039	1.81334278641741	0.862641954784488	0.353000413977183
FBgn0011742	Arp2	0.543403274772845	7.71530211618907	6.03441713498165	0.0140295824380021	0.0374300033153316	7.71530211618907	0.0294445566649593	0.863756596893676
FBgn0011770	Gip	0.545391986952783	5.85416101646698	4.02479966261589	0.0448359445941899	0.375082857028468	5.85416101646698	1.92516041998022	0.165288893226708
FBgn0012344	Dh44	2.02666689119938	3.55040957254598	4.52476486231266	0.0334076661202229	1.11498366653816	3.55040957254598	1.48457031821819	0.223060820417291
FBgn0013305	Nmda1	0.57102588504254	5.68593965508097	4.14029928961315	0.0418737653101074	0.272221404800561	5.68593965508097	0.958173046261194	0.327647607083521
FBgn0013576	mtd	-0.49452827427777	9.65193425873485	4.52892030731948	0.0333266374605291	-0.122293822470187	9.65193425873485	0.273550971831924	0.600959635936891
FBgn0013726	pnut	0.563887068967577	5.43990883654065	6.51937131260169	0.0106705716866757	0.19038345459718	5.43990883654065	0.75882253600126	0.383697258341133
FBgn0013765	cnn	1.50391047612484	3.26549764891193	14.2128778696093	0.000163249467260009	-1.00521263476585	3.26549764891193	6.88799848539511	0.00867763782744089
FBgn0013973	Gycbeta100B	2.77620702708251	2.00954993874651	6.51962273071194	0.0106690633135443	2.13604528953254	2.00954993874651	4.10312933184059	0.0428039189431635
FBgn0014011	Rac2	0.517767286639413	6.79407768198644	4.50568481412254	0.0337823662516093	0.351315810921398	6.79407768198644	2.0965587327162	0.14763107999297
FBgn0014029	Septin2	0.844202115054331	4.47024015730096	9.93496520854502	0.00162168500404887	0.0659029906726443	4.47024015730096	0.0629657964479042	0.801868335097436
FBgn0014141	cher	1.73423326919187	6.45686964520511	22.3155452661577	2.31326382032534e-06	0.869494985659389	6.45686964520511	6.02874390807353	0.0140747455429589
FBgn0014396	tim	-0.708928278434677	9.88950681631875	5.76230817950136	0.0163735486800132	-0.128786357966661	9.88950681631875	0.18693724693162	0.665478039635134
FBgn0015038	Cyp9b1	-0.975994807489062	4.19785264295365	8.12802554663289	0.00435861872125321	0.0808160923759717	4.19785264295365	0.0549073355710359	0.81473412010624
FBgn0015039	Cyp9b2	0.70748461596021	7.5698253825851	7.1573175109715	0.00746587672283543	0.962909545548847	7.5698253825851	13.0238290478072	0.000307552322827223
FBgn0015286	Rala	0.52466783543867	7.85636758900244	4.19221782813301	0.0406099371736572	0.0569858077932439	7.85636758900244	0.0507648943815298	0.821737605877468
FBgn0015316	Try29F	2.38543007893024	7.89700689269574	12.2672080615944	0.000460987438542214	3.65410820484748	7.89700689269574	25.1247741808567	5.37380213665151e-07
FBgn0015371	chn	0.759941800064385	2.39913034518584	4.58360086644483	0.0322793142266858	0.197694109066065	2.39913034518584	0.317299470589744	0.573235101869049
FBgn0015372	RabX1	0.908578562102091	4.13462342989027	9.58723316641917	0.0019593498124752	-0.342389683591612	4.13462342989027	1.43361544885204	0.231175300439278
FBgn0015541		0.745444421551922	7.50052375894661	10.0778608160813	0.00150061449868227	0.238087455905821	7.50052375894661	1.06089998654633	0.303010008642475
FBgn0015589	Apc	0.726888433158384	7.77984957412031	6.51811856228122	0.0106780907739588	-0.0893038748456324	7.77984957412031	0.103023446554914	0.748231112000663
FBgn0015591	AstA	0.600667543369684	4.78895617596351	5.06542719067204	0.0244076890243318	0.205978027414802	4.78895617596351	0.60881927388624	0.435232721028263
FBgn0015765	p38a	0.474965439094666	5.1021831318789	3.9781474949219	0.0460942312227138	0.190861690570759	5.1021831318789	0.652887088299096	0.419082357506221
FBgn0015791	Rab14	0.507061220786837	4.50969687279781	4.00165477428842	0.0454556155565191	-0.0534342214841954	4.50969687279781	0.0455882336887825	0.830926060424668
FBgn0015803	RtGEF	0.490682415993975	6.72535172346957	4.3705087235528	0.0365660737466985	0.10364769469124	6.72535172346957	0.199241081268688	0.655334121919815
FBgn0015872	Drip	-0.714303061619079	7.29899154982036	5.01614137157242	0.0251120693804657	-0.22991597780326	7.29899154982036	0.513301705774794	0.473713055394502
FBgn0015929	dpa	1.08598194418343	2.31020460864192	5.53203104862794	0.0186714191588302	0.814857178348601	2.31020460864192	3.17595448306671	0.0747295374264851
FBgn0016031	lama	0.719510363786588	6.53696006864797	9.01274424182446	0.00268103570213236	-0.358273871775828	6.53696006864797	2.35510171086172	0.124873740363163
FBgn0016119	ATPsynCF6	-0.473796215749225	7.37394004133956	4.68140515099019	0.0304907981430103	-0.129559580953019	7.37394004133956	0.346597345852985	0.556045639034294
FBgn0016120	ATPsynD	-0.462825023157126	7.65450931241872	4.52590457612284	0.033385421930864	-0.0259954963821368	7.65450931241872	0.0140766140948188	0.905556685497403
FBgn0016131	Cdk4	-0.969034805342979	3.46124188318407	7.03539948867202	0.00799140456558609	0.247177242853407	3.46124188318407	0.451743319373374	0.501508240357027
FBgn0016687	Nurf-38	-0.445924024276713	6.91252928948884	4.4483224817898	0.0349355484150402	-0.179694354208627	6.91252928948884	0.717655864540014	0.396913906153994
FBgn0016726	RpL29	-0.599565535075327	8.36934148258849	6.21505639823637	0.0126668316912013	-0.166303265625776	8.36934148258849	0.472152445414412	0.49199860609148
FBgn0016754	sba	0.726445933219421	6.86639508652708	8.99649750496121	0.00270497527631878	0.0142497698911207	6.86639508652708	0.00360444094530976	0.952126168897396
FBgn0016794	dos	0.647076240450832	5.45571410219576	6.6544993298942	0.00989057576321762	0.0137995372619595	5.45571410219576	0.00312846559566404	0.955395430260099
FBgn0017558	Pdk	-0.952522215232591	7.4296035971481	9.86606128107044	0.0016835553475947	-0.0424141577636571	7.4296035971481	0.019125247188299	0.890008019388868
FBgn0019830	colt	-0.567980834147249	6.32779869302003	4.94030871100177	0.026237350104875	-0.0704973868090872	6.32779869302003	0.0751284839875872	0.784011034470687
FBgn0019947		0.54690247570209	5.54664204188134	4.39509786702803	0.0360423910256965	-0.175935712541445	5.54664204188134	0.470914199481295	0.492566894439534
FBgn0019968	Khc-73	0.64480985628585	8.25278103945055	7.10879959270221	0.00767064591113051	-0.0106268313921671	8.25278103945055	0.00200376429631888	0.964295877775668
FBgn0019972	Drice	0.556227946694187	4.368441076816	4.80828148777447	0.0283232769870266	-0.265469812525503	4.368441076816	1.13065354458414	0.287635979588187
FBgn0019990	Gcn2	-0.654611460997832	5.41009172386075	4.33930100047007	0.0372422102207688	-0.0794330829032353	5.41009172386075	0.0630359581538187	0.801760277213641
FBgn0020224	Cbl	0.722959405548647	5.58222370762717	8.88484733702055	0.00287547085844594	-0.0447750589569538	5.58222370762717	0.0354638406395864	0.8506270188664
FBgn0020238	14-3-3epsilon	0.517320177931478	8.72989538385546	4.52138725810289	0.0334736789686114	0.0116775998893665	8.72989538385546	0.00236912376180953	0.961179378854909
FBgn0020272	mst	0.801145372675682	3.21540545153295	5.50176044935996	0.0189973391966639	1.05408490220294	3.21540545153295	9.46737075137504	0.00209158942709827
FBgn0020278	loco	0.716841834690126	6.66218172418789	8.70734442689641	0.00316930555258622	0.129784067569326	6.66218172418789	0.295392488485774	0.586785439858909
FBgn0020445	E23	0.690219581714662	3.86242300750202	4.96902513830165	0.0258051880017457	0.304035809698805	3.86242300750202	0.985200981599119	0.320918131961407
FBgn0020513	Paics	-0.536695725566724	4.19107399753781	4.35523144398543	0.0368954455794862	0.334053464697917	4.19107399753781	1.66701514067043	0.196658809180409
FBgn0020622	Pi3K21B	0.642025343910117	6.35521849894993	4.0301124940756	0.044694960558706	-0.547061407949487	6.35521849894993	3.08773023581165	0.0788847727273343
FBgn0020633	Mcm7	2.17817443427922	1.60392597386883	18.1051055401439	2.09040173090483e-05	1.16879579845074	1.60392597386883	5.4777298188808	0.0192602569755481
FBgn0020910	RpL3	-0.596424306894838	10.6658874112301	6.18625051265713	0.0128746687724006	-0.0228155154272426	10.6658874112301	0.00887851747484092	0.924929722691896
FBgn0021767	org-1	0.680507959363284	5.60768551630337	4.22894274436369	0.0397401879627732	0.681657630560336	5.60768551630337	4.24765961623276	0.0393044608190216
FBgn0022023	eIF3h	-0.436080305186023	7.16969135922759	3.88534223510868	0.0487093341558186	-0.0423654649316638	7.16969135922759	0.036226476649972	0.849048554666974
FBgn0022027	Vps25	0.700331036637438	3.54279043707981	4.0985412399364	0.0429202300269105	-0.0130591662649806	3.54279043707981	0.00147335164633233	0.969381308039526
FBgn0022160	Gpo1	0.886228891567875	6.92330664967046	14.7002416777368	0.000126030291824157	0.332241073678008	6.92330664967046	2.14134934789773	0.143375732722628
FBgn0022700	Cht4	2.30148210689437	4.32835100846885	4.59370345104196	0.0320896053878868	-0.463995630466077	4.32835100846885	0.227235322282112	0.633581416009783
FBgn0022710	Ac13E	-0.510869239520645	8.20325179498425	5.47468152560756	0.0192938759179524	-0.076110383261473	8.20325179498425	0.119837176611355	0.729211151740103
